比赛类别,轮次,比赛时间,主队,比分,,客队,赛果,进球队员
中超联赛,20,2024.07.26,上海海港,8,1,南通支云,胜,古斯塔沃，古斯塔沃，尤萨，巴尔加斯，武磊，徐新，冯劲，奥斯卡/
中超联赛,21,2024.08.03,山东泰山,0,1,上海海港,胜,/武磊
中超联赛,22,2024.08.09,上海海港,7,2,梅州客家,胜,武磊，古斯塔沃，武磊，武磊，武磊，巴尔加斯，巴尔加斯/
中超联赛,23,2024.08.17,上海申花,3,1,上海海港,负,/王燊超
足协杯,四分之一决赛,2024.08.22,上海海港,3,0,天津津门虎,胜,武磊，武磊，武磊/
中超联赛,25,2024.09.13,上海海港,2,0,深圳新鹏城,胜,武磊，冯劲/
亚冠联赛,小组赛第一轮,2024.09.18,上海海港,2,2,柔佛新山,平,古斯塔沃，波普/
中超联赛,26,2024.09.21,长春亚泰,3,4,上海海港,胜,/苏祖(OG)，古斯塔沃，武磊，武磊
足协杯,半决赛,2024.09.25,上海海港,3,2,上海申花,胜,奇塔迪尼，奇塔迪尼，奥斯卡(PK)/
中超联赛,27,2024.09.28,上海海港,2,1,青岛西海岸,胜,奥斯卡，奥斯卡/
亚冠联赛,小组赛第二轮,2024.10.01,浦项铁人,3,0,上海海港,负,/
中超联赛,28,2024.10.18,成都蓉城,3,1,上海海港,负,/尤萨
亚冠联赛,小组赛第三轮,2024.10.22,上海海港,3,2,中央海岸水手,胜,李昂，武磊，巴尔加斯/
中超联赛,29,2024.10.27,沧州雄狮,0,1,上海海港,胜,/武磊
中超联赛,30,2024.11.02,上海海港,5,0,天津津门虎,胜,奇塔迪尼，巴尔加斯，奥斯卡(PK)，武磊，武磊/
亚冠联赛,小组赛第四轮,2024.11.05,川崎前锋,3,1,上海海港,负,/巴尔加斯
足协杯,决赛,2024.11.23,山东泰山,1,3,上海海港,胜,/李帅，奇塔迪尼，王振澳
亚冠联赛,小组赛第五轮,2024.11.26,蔚山HD,1,3,上海海港,胜,/巴尔加斯，巴尔加斯，巴尔加斯
亚冠联赛,小组赛第六轮,2024.12.03,上海海港,1,1,光州FC,平,奥斯卡(PK)/
超级杯,,2025.02.07,上海海港,2,3,上海申花,负,加布里埃尔，加布里埃尔/
亚冠联赛,小组赛第七轮,2025.02.11,神户胜利船,4,0,上海海港,负,/
亚冠联赛,小组赛第八轮,2025.02.19,上海海港,0,2,横滨水手,负,/
中超联赛,1,2025.02.23,上海海港,3,1,深圳新鹏城,胜,尤萨，古斯塔沃，古斯塔沃(PK)/
中超联赛,2,2025.02.28,上海海港,2,0,长春亚泰,胜,冯劲，莱昂纳多/
亚冠联赛,八分之一决赛首回合,2025.03.04,上海海港,0,1,横滨水手,负,/
亚冠联赛,八分之一决赛次回合,2025.03.11,横滨水手,4,1,上海海港,负,/莱昂纳多
中超联赛,3,2025.03.28,青岛西海岸,3,3,上海海港,平,/李新翔，古斯塔沃，莱昂纳多
中超联赛,4,2025.04.02,上海海港,2,1,梅州客家,胜,古斯塔沃，李圣龙/
中超联赛,5,2025.04.06,上海海港,1,1,上海申花,平,刘若钒/
中超联赛,7,2025.04.16,天津津门虎,1,4,上海海港,胜,/加布里埃尔，谢维军(OG)，莱昂纳多，王燊超
中超联赛,8,2025.04.20,上海海港,1,3,成都蓉城,负,古斯塔沃/
中超联赛,9,2025.04.25,云南玉昆,2,3,上海海港,胜,/莱昂纳多，加布里埃尔，莱昂纳多
中超联赛,10,2025.05.01,上海海港,1,2,北京国安,负,刘若钒/
中超联赛,11,2025.05.05,武汉三镇,0,2,上海海港,胜,/王燊超，维塔尔
中超联赛,12,2025.05.09,上海海港,3,1,青岛海牛,胜,维塔尔，莱昂纳多，古斯塔沃/
中超联赛,13,2025.05.17,上海海港,1,1,山东泰山,平,武磊(PK)/
足协杯,十六分之一决赛,2025.05.21,苏州东吴,2,6,上海海港,胜,/加布里埃尔，尤萨，古斯塔沃，蒯纪闻，古斯塔沃，李圣龙
中超联赛,14,2025.06.14,浙江俱乐部绿城,2,2,上海海港,平,/加布里埃尔，莱昂纳多
中超联赛,6(补赛),2025.06.18,河南俱乐部酒祖杜康,1,3,上海海港,胜,/李新翔，加布里埃尔，莱昂纳多
足协杯,八分之一决赛,2025.06.22,上海海港,2,3,上海申花,负,加布里埃尔，古斯塔沃/
中超联赛,15,2025.06.26,上海海港,3,0,大连英博海发,胜,古斯塔沃，李新翔，张琳芃/
中超联赛,16,2025.06.30,深圳新鹏城,1,2,上海海港,胜,/李新翔，莱昂纳多
中超联赛,17,2025.07.18,长春亚泰,1,3,上海海港,胜,/阿不都海米提(OG)，加布里埃尔，徐新
中超联赛,18,2025.07.26,上海海港,2,2,青岛西海岸,平,莱昂纳多，加布里埃尔(PK)/
中超联赛,19,2025.08.02,梅州客家,2,4,上海海港,胜,/加布里埃尔(PK)，莱昂纳多，王嘉楠(OG)，刘若钒
中超联赛,20,2025.08.09,上海申花,1,2,上海海港,胜,/加布里埃尔，莱昂纳多
中超联赛,21,2025.08.15,上海海港,4,1,河南俱乐部酒祖杜康,胜,王燊超，维塔尔，蒯纪闻，莱昂纳多，梅伦多/
中超联赛,22,2025.08.24,上海海港,1,1,天津津门虎,平,加布里埃尔(PK)/
中超联赛,23,2025.08.30,成都蓉城,4,1,上海海港,负,/李帅
中超联赛,24,2025.09.12,上海海港,4,2,云南玉昆,胜,莱昂纳多，刘若钒，维塔尔(PK)，刘若钒/
亚冠联赛,小组赛第一轮,2025.09.17,上海海港,0,3,神户胜利船,负,/
中超联赛,25,2025.09.21,北京国安,2,3,上海海港,胜,/莱昂纳多，莱昂纳多，莱昂纳多
中超联赛,26,2025.09.26,上海海港,3,2,武汉三镇,胜,李帅，莱昂纳多，莱昂纳多/
亚冠联赛,小组赛第二轮,2025.09.30,广岛三箭,1,1,上海海港,平,/加布里埃尔
中超联赛,27,2025.10.17,青岛海牛,3,4,上海海港,胜,/加布里埃尔，莱昂纳多，莱昂纳多，李新翔
亚冠联赛,小组赛第三轮,2025.10.21,上海海港,0,2,町田泽维亚,负,/
中超联赛,28,2025.10.26,山东泰山,3,1,上海海港,负,/李新翔
中超联赛,29,2025.10.31,上海海港,3,0,浙江俱乐部绿城,胜,刘浩帆(OG)，王燊超，维塔尔/
亚冠联赛,小组赛第四轮,2025.11.04,武里南联,2,0,上海海港,负,/
中超联赛,30,2025.11.22,大连英博海发,0,1,上海海港,胜,/加布里埃尔
亚冠联赛,小组赛第五轮,2025.11.25,上海海港,1,3,首尔FC,负,维塔尔/
亚冠联赛,小组赛第六轮,2025.12.09,柔佛新山,0,0,上海海港,平,/
亚冠联赛,小组赛第七轮,2026.02.11,江原FC,0,0,上海海港,平,/
亚冠联赛,小组赛第八轮,2026.02.18,上海海港,0,0,蔚山HD,平,/
注：2022年中超联赛第33轮由于北京国安退赛以及足协杯八分之一决赛由于苏州东吴退赛，上海海港被判3:0获胜,,,,,,,,
